sr_no,company,typename,Inches,Cpu_brand,Cpu_name,Cpu_speed,RAM,Storage_type,Primary_Memory,Secondary_memory,Gpu_brand,Gpu_name,OS,weight,Price,Resolution_width,Resolution_height,TouchScreen
539,Lenovo,Notebook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Nvidia," GeForce 940MX",Windows,1.87,45768,1920,1080,0
540,Dell,Ultrabook,13.3,Intel," Core i7 8550U ",1.8,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.20,74539,3200,1800,1
541,Dell,Notebook,14.0,Intel," Core i3 6006U ",2.0,4,SSD,128,0,Intel," HD Graphics 520",Windows,1.60,39207,1920,1080,0
542,HP,Ultrabook,13.3,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.34,61006,3200,1800,0
543,Acer,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,HDD,1024,0,Nvidia," GeForce GTX 1050",Linux,2.40,42517,1920,1080,0
544,Asus,Notebook,15.6,AMD," E-Series 7110 ",1.8,4,HDD,500,0,AMD," Radeon R2 Graphics",Windows,2.00,18595,1366,768,0
545,HP,Notebook,15.6,Intel," Core i3 7100U ",2.4,4,SSD,128,0,Intel," HD Graphics 620",Windows,2.10,37589,1920,1080,0
546,Lenovo,Notebook,14.0,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,1.87,41825,1920,1080,0
547,Lenovo,Notebook,15.6,Intel," Core i5 6200U ",2.3,4,HDD,1024,0,Intel," HD Graphics 520","No OS",2.15,24634,1920,1080,0
548,HP,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520",Windows,1.86,21152,1920,1080,0
549,Lenovo,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.99,92121,1920,1080,0
550,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,SSD,128,0,Intel," HD Graphics 520",Windows,2.20,26587,1920,1080,0
551,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.90,59513,1920,1080,0
552,Dell,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,4.42,143803,1920,1080,0
553,HP,Notebook,17.3,Intel," Core i3 6006U ",2.0,8,HDD,1024,0,Intel," HD Graphics 520",Windows,2.65,28992,1600,900,0
554,HP,Notebook,17.3,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,Nvidia," GeForce 930MX",Windows,2.63,68198,1920,1080,0
555,Asus,Notebook,15.6,Intel," Celeron Dual Core N3350 ",1.1,4,HDD,500,0,Intel," HD Graphics 500",Linux,2.00,11935,1366,768,0
556,Mediacom,Notebook,13.3,Intel," Atom x5-Z8350 ",1.4,4,"Flash Storage",32,0,Intel," HD Graphics",Windows,1.35,13586,1920,1080,0
557,Lenovo,Notebook,17.3,Intel," Core i7 7500U ",2.7,6,Hybrid,128,1024,Nvidia," GeForce 940MX",Windows,2.80,50563,1600,900,0
558,HP,Notebook,15.6,AMD," A10-Series A10-9620P ",2.5,6,SSD,128,0,AMD," Radeon 530",Windows,1.91,30311,1920,1080,0
559,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,AMD," Radeon R5 M420",Windows,2.18,32922,1366,768,0
560,Acer,"2 in 1 Convertible",11.6,Intel," Celeron Dual Core N3350 ",2.0,4,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.25,18595,1920,1080,1
561,Lenovo,Notebook,15.6,Intel," Core i3 7130U ",2.7,4,SSD,128,0,Intel," HD Graphics 620",Windows,2.05,33566,1920,1080,0
562,HP,Ultrabook,13.3,Intel," Core M 6Y75 ",1.2,16,SSD,512,0,Intel," HD Graphics 515",Windows,1.16,104695,3200,1800,1
563,Lenovo,Notebook,17.3,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," Quadro M620M",Windows,3.40,159787,1920,1080,0
564,Asus,Notebook,15.6,Intel," Core i5 7300HQ ",2.5,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,2.50,44702,1920,1080,0
565,Dell,Ultrabook,13.3,Intel," Core i5 8250U ",1.6,8,SSD,128,0,Intel," UHD Graphics 620",Windows,1.21,85195,3840,2160,1
566,Dell,Notebook,15.6,Intel," Core i5 7300U ",2.6,4,HDD,500,0,Intel," HD Graphics 620",Windows,1.93,51096,1366,768,0
568,Lenovo,Notebook,15.6,Intel," Pentium Quad Core N4200 ",1.1,4,HDD,500,0,Intel," HD Graphics 505",Windows,2.20,18328,1920,1080,0
569,Lenovo,Notebook,14.0,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.02,52747,1366,768,0
570,HP,Workstation,17.3,Intel," Core i5 7440HQ ",2.8,8,HDD,500,0,Nvidia," Quadro M1200",Windows,3.14,99154,1600,900,0
571,HP,Notebook,14.0,Intel," Pentium Quad Core N3710 ",1.6,8,HDD,2048,0,Intel," HD Graphics 405",Windows,1.94,20726,1366,768,0
572,HP,Notebook,15.6,AMD," A9-Series A9-9420 ",3.0,6,SSD,256,0,AMD," Radeon 530",Windows,1.95,34579,1920,1080,0
573,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.30,44222,1920,1080,0
574,Lenovo,Notebook,15.6,Intel," Core i5 8250U ",1.6,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.05,36497,1920,1080,0
575,Mediacom,Notebook,14.0,Intel," Atom x5-Z8350 ",1.4,4,SSD,32,0,Intel," HD Graphics",Windows,1.40,13267,1920,1080,0
576,Toshiba,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,16,SSD,512,0,Intel," HD Graphics 620",Windows,1.24,99367,1920,1080,1
577,Lenovo,Gaming,17.3,Intel," Core i7 6820HK ",2.7,32,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,4.60,141885,1920,1080,0
578,MSI,Gaming,17.3,Intel," Core i7 7820HK ",2.9,16,Hybrid,512,1024,Nvidia," GeForce GTX 1070",Windows,4.14,145401,1920,1080,0
579,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,256,0,AMD," Radeon R5 M430",Linux,2.20,39907,1920,1080,0
580,Mediacom,Notebook,14.0,Intel," Celeron Quad Core N3450 ",1.1,4,SSD,32,0,Intel," HD Graphics 500",Windows,1.45,20726,1920,1080,0
581,Dell,Notebook,15.6,Intel," Core i5 7300U ",2.6,8,HDD,500,0,Intel," HD Graphics 620",Windows,1.90,53734,1366,768,0
582,HP,Notebook,13.3,Intel," Core i3 7100U ",2.4,4,SSD,128,0,Intel," HD Graphics 620",Windows,1.49,38308,1920,1080,0
583,Dell,Notebook,15.6,Intel," Core i7 7600U ",2.8,16,SSD,256,0,Nvidia," GeForce 930MX",Windows,1.93,81912,1920,1080,0
584,Dell,Notebook,11.6,Intel," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",16,0,Intel," HD Graphics 400","Chrome OS",1.26,15718,1366,768,0
585,MSI,Gaming,17.3,Intel," Core i7 6820HK ",2.7,16,Hybrid,128,1024,Nvidia," GeForce GTX 980M",Windows,4.50,125155,1920,1080,0
586,HP,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1050",Windows,3.78,79813,1920,1080,0
587,Lenovo,Ultrabook,14.0,Intel," Core i7 6600U ",2.6,12,SSD,256,0,Intel," HD Graphics 520",Windows,8.40,89137,1920,1080,0
588,Lenovo,Notebook,15.6,Intel," Core i7 8550U ",1.8,12,HDD,1024,0,Intel," HD Graphics 620",Windows,2.20,32448,1366,768,1
589,Asus,Gaming,17.3,Intel," Core i5 7300HQ ",2.5,8,Hybrid,128,1024,Nvidia," GeForce GTX 1060",Windows,2.73,94306,1920,1080,0
590,Asus,"2 in 1 Convertible",15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Intel," HD Graphics 520",Windows,2.20,39374,1366,768,1
591,Lenovo,Notebook,15.6,AMD," A12-Series 9720P ",3.6,12,SSD,512,0,AMD," Radeon 530",Windows,2.20,50563,1920,1080,0
592,Dell,"2 in 1 Convertible",31.6,Intel," Core M 7Y30 ",1.0,4,SSD,128,0,Intel," HD Graphics 615",Windows,1.39,32128,1366,768,1
593,Samsung,Notebook,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,2.50,90523,1920,1080,0
594,Lenovo,Notebook,17.3,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520","No OS",2.80,28185,1920,1080,0
595,Lenovo,Notebook,15.6,Intel," Core i3 6100U ",2.3,8,HDD,1024,0,Intel," HD Graphics 520",Windows,2.29,24456,1366,768,0
596,Lenovo,"2 in 1 Convertible",13.3,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.37,107892,1920,1080,1
597,Lenovo,Notebook,14.0,Intel," Core i5 7300HQ ",2.5,8,SSD,256,0,Intel," HD Graphics 630",Windows,1.70,78535,1920,1080,0
598,Dell,"2 in 1 Convertible",12.5,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.34,88978,1920,1080,1
599,Dell,Workstation,15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," Quadro M620",Windows,2.06,93933,1920,1080,1
600,HP,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.84,64948,1920,1080,0
601,HP,Notebook,15.6,Intel," Core i3 7100U ",2.4,4,HDD,500,0,Intel," HD Graphics 620",Windows,2.10,35617,1366,768,0
602,Acer,Notebook,14.0,Intel," Celeron Quad Core N3450 ",1.1,4,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.60,17529,1920,1080,0
603,MSI,Gaming,17.3,Intel," Core i7 6820HK ",2.7,16,Hybrid,128,1024,Nvidia," GeForce GTX 970M",Windows,4.14,117163,1920,1080,0
604,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,AMD," Radeon R5 M420",Linux,2.18,24775,1366,768,0
605,MSI,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,2048,Nvidia," GeForce GTX 1060",Windows,1.80,122491,3840,2160,0
606,Toshiba,Notebook,15.6,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Intel," HD Graphics 520",Windows,2.20,74539,1920,1080,0
607,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,6,HDD,1024,0,Intel," HD Graphics 620",Windows,2.40,30050,1920,1080,0
608,Lenovo,"2 in 1 Convertible",15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Intel," HD Graphics 630",Windows,2.00,69211,1920,1080,1
609,Acer,Notebook,14.0,Intel," Pentium Quad Core N3710 ",1.6,4,"Flash Storage",128,0,Intel," HD Graphics 405",Windows,1.60,18595,1366,768,0
610,Lenovo,Notebook,15.6,Intel," Xeon E3-1535M v6 ",3.1,32,SSD,1024,0,Nvidia," Quadro M2200M",Windows,2.50,261019,3840,2160,0
611,Dell,Gaming,15.6,Intel," Core i7 6700HQ ",2.6,16,HDD,1024,0,Nvidia," GeForce GTX 960<U+039C>",Windows,2.59,46834,1920,1080,0
612,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,Intel," HD Graphics 520",Linux,2.18,23651,1366,768,0
613,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,Intel," HD Graphics 520",Linux,2.25,19128,1366,768,0
614,Dell,Notebook,15.6,Intel," Core i5 7300U ",2.6,4,HDD,500,0,Intel," HD Graphics 620",Linux,1.93,46300,1366,768,0
615,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,3.00,62231,1920,1080,0
617,HP,Ultrabook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.84,74006,1920,1080,0
618,MSI,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,2.94,120832,1920,1080,0
619,Acer,"2 in 1 Convertible",11.6,Intel," Celeron Quad Core N3160 ",1.6,4,"Flash Storage",32,0,Intel," HD Graphics 400","Chrome OS",1.25,20193,1366,768,1
620,HP,Notebook,14.0,Intel," Core i5 7300U ",2.6,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.31,59887,1366,768,0
621,Lenovo,Notebook,14.0,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.65,78055,1920,1080,0
622,Dell,Notebook,15.6,Intel," Core i5 8250U ",1.6,4,HDD,1024,0,AMD," Radeon 530",Windows,2.20,41345,1920,1080,0
623,Fujitsu,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.20,42571,1366,768,0
624,HP,Notebook,15.6,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,1.88,49657,1366,768,0
626,Mediacom,Notebook,14.0,Intel," Atom x5-Z8350 ",1.4,2,"Flash Storage",32,0,Intel," HD Graphics",Windows,1.40,12734,1920,1080,0
627,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,SSD,128,0,Intel," HD Graphics 620","No OS",2.20,24935,1920,1080,0
628,Asus,"2 in 1 Convertible",13.3,Intel," Core i5 7200U ",2.5,6,HDD,1024,0,Intel," HD Graphics 620",Windows,1.50,34046,1920,1080,1
630,Asus,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,16,SSD,512,0,Intel," HD Graphics 620",Windows,11.10,101232,1920,1080,0
631,Dell,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.62,78801,1920,1080,0
632,Lenovo,Notebook,15.6,Intel," Core i5 8250U ",1.6,4,SSD,256,0,Intel," UHD Graphics 620",Windows,1.80,44169,1920,1080,0
633,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,Nvidia," GeForce 920MX ",Windows,2.20,30849,1920,1080,0
634,Asus,Notebook,15.6,Intel," Celeron Dual Core N3350 ",1.1,8,HDD,1024,0,Intel," HD Graphics 500",Windows,2.00,21259,1366,768,0
635,Asus,Notebook,15.6,Intel," Core i5 7300HQ ",2.5,8,HDD,1024,0,Nvidia," GeForce GTX 1050",Windows,1.99,48305,1920,1080,0
636,Dell,Ultrabook,13.3,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.23,99580,3200,1800,1
637,Lenovo,Notebook,14.0,Intel," Celeron Dual Core N3060 ",1.6,2,"Flash Storage",32,0,Intel," HD Graphics 400",Windows,1.42,13267,1366,768,0
638,Lenovo,"2 in 1 Convertible",13.3,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.37,93635,1920,1080,1
639,Dell,Notebook,15.6,Intel," Core i7 7700HQ ",2.8,16,SSD,1024,0,Nvidia," GeForce GTX 1050",Windows,2.06,127819,3840,2160,1
640,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050M",Windows,2.50,59088,1920,1080,0
641,HP,Notebook,17.0,AMD," A9-Series 9420 ",3.0,8,HDD,1024,0,AMD," Radeon R5",Windows,2.60,27754,1600,900,0
642,Lenovo,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,16,SSD,512,0,Intel," HD Graphics 620",Windows,1.14,130536,1920,1080,0
643,Asus,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,HDD,1024,0,Nvidia," GeForce GTX 1050 Ti","No OS",2.50,62284,1920,1080,0
644,Acer,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.40,23976,1366,768,0
645,Lenovo,Notebook,14.0,Intel," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",32,0,Intel," HD Graphics",Windows,1.43,14599,1366,768,0
646,Acer,Ultrabook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," Graphics 620",Windows,1.80,48964,1920,1080,0
647,Razer,Gaming,14.0,Intel," Core i7 7700HQ ",2.8,16,SSD,256,0,Nvidia," GeForce GTX 1060",Windows,1.95,138475,1920,1080,0
648,Toshiba,Notebook,13.3,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.20,64629,1920,1080,0
649,Lenovo,Ultrabook,12.5,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.36,84396,1920,1080,0
650,Asus,Gaming,17.3,Intel," Core i7 6820HK ",2.7,32,SSD,512,0,Nvidia," GeForce GTX 1080",Windows,3.80,149131,1920,1080,0
651,Acer,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,HDD,1024,0,Nvidia," GeForce GTX 1050",Linux,2.40,37776,1920,1080,0
652,Dell,Ultrabook,13.3,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.20,77251,1920,1080,0
653,MSI,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.20,63499,1920,1080,0
654,HP,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520","No OS",1.86,19442,1366,768,0
655,Toshiba,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,500,0,Intel," HD Graphics 620",Windows,2.00,56690,1920,1080,0
656,Dell,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,SSD,256,0,AMD," Radeon 530",Windows,6.20,48964,1920,1080,0
657,Dell,Notebook,15.6,Intel," Core i7 8550U ",1.8,16,Hybrid,256,2048,AMD," Radeon 530",Windows,2.20,60473,1920,1080,0
658,Lenovo,Gaming,15.6,Intel," Core i7 6700HQ ",2.6,8,Hybrid,128,1024,Nvidia," GeForce GTX 960",Windows,3.31,63723,1920,1080,0
659,Dell,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,32,Hybrid,512,1024,Nvidia," GeForce GTX 1070",Windows,4.42,167692,3840,2160,0
660,Dell,Notebook,14.0,Intel," Core i5 6300U ",2.4,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.56,65481,1920,1080,0
661,Lenovo,Notebook,15.6,Intel," Celeron Dual Core N3350 ",1.1,4,HDD,500,0,Intel," HD Graphics 500",Windows,2.20,22324,1366,768,0
662,Lenovo,Notebook,15.6,Intel," Core i5 6200U ",2.3,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.20,28505,1920,1080,0
663,HP,Notebook,15.6,Intel," Core i3 6006U ",2.0,6,HDD,1024,0,AMD," Radeon R5 M430",Windows,2.04,28718,1920,1080,0
664,MSI,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1060",Windows,2.70,79215,1920,1080,0
665,Toshiba,Notebook,15.6,Intel," Core i3 6100U ",2.1,4,SSD,128,0,Intel," HD Graphics 520",Windows,2.10,26533,1366,768,0
667,HP,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,HDD,1024,0,AMD," Radeon 530",Windows,2.10,39694,1920,1080,0
668,Toshiba,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.00,67026,1920,1080,0
669,Acer,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,SSD,128,0,Intel," HD Graphics 520",Linux,2.10,21951,1366,768,0
670,Microsoft,Ultrabook,13.5,Intel," Core i7 7600U ",2.8,8,SSD,256,0,Intel," Iris Plus Graphics 640",Windows,1.25,99519,2256,1504,1
671,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,Hybrid,128,1024,AMD," Radeon R5 M430",Windows,1.90,43580,1920,1080,0
672,Lenovo,"2 in 1 Convertible",13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.30,55092,1920,1080,1
673,Lenovo,Notebook,35.6,AMD," E-Series E2-9000 ",2.2,4,SSD,128,0,AMD," Radeon R2 Graphics",Windows,2.20,18595,1366,768,0
674,HP,"2 in 1 Convertible",14.0,Intel," Core i3 7100U ",2.4,4,SSD,128,0,Nvidia," GeForce 940MX",Windows,1.63,37243,1920,1080,1
675,MSI,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1050",Windows,2.40,68944,1920,1080,0
676,Asus,Ultrabook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.10,60473,1920,1080,0
677,HP,"2 in 1 Convertible",11.6,Intel," Celeron Dual Core N3350 ",1.1,8,"Flash Storage",64,0,Intel," HD Graphics 500","Chrome OS",1.40,26374,1366,768,1
678,LG,Ultrabook,15.6,Intel," Core i7 8550U ",1.8,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.09,122491,1920,1080,0
679,Acer,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,16,SSD,256,0,Nvidia," GeForce GTX 1050 Ti",Windows,2.50,69211,1920,1080,0
680,MSI,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,SSD,256,0,Nvidia," GeForce GTX 1050",Windows,2.20,53168,1920,1080,0
681,Asus,Notebook,15.6,Intel," Celeron Dual Core N3350 ",1.1,4,SSD,128,0,Intel," HD Graphics 500",Windows,1.86,22324,1366,768,0
682,Dell,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,16,Hybrid,128,1024,Nvidia," GeForce GTX 1060",Windows,3.21,109277,1920,1080,0
683,HP,Notebook,17.3,Intel," Core i3 6006U ",2.0,4,SSD,256,0,AMD," Radeon R5 520",Windows,2.50,37243,1920,1080,0
684,Lenovo,"2 in 1 Convertible",13.3,Intel," Core i7 8550U ",1.8,8,SSD,512,0,Intel," UHD Graphics 620",Windows,1.19,79867,1920,1080,1
685,Dell,Gaming,15.6,Intel," Core i7 7820HK ",2.9,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,3.49,149917,1920,1080,0
686,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,500,0,AMD," Radeon 520",Windows,1.86,32640,1366,768,0
687,Dell,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,AMD," Radeon R5 M430",Windows,2.20,29073,1366,768,0
688,HP,Notebook,17.3,AMD," A10-Series 9600P ",2.4,6,HDD,2048,0,AMD," Radeon R7 M440",Windows,2.65,30316,1920,1080,0
689,Lenovo,Notebook,15.6,Intel," Celeron Dual Core 3855U ",1.6,4,HDD,500,0,Intel," HD Graphics 510",Windows,2.10,16943,1366,768,0
690,Acer,Notebook,14.0,Intel," Celeron Dual Core 3855U ",1.6,4,"Flash Storage",32,0,Intel," HD Graphics 510","Chrome OS",1.45,19980,1366,768,0
691,Lenovo,Notebook,14.0,Intel," Core i5 7200U ",2.5,4,SSD,256,0,Intel," HD Graphics 620",Windows,1.70,37243,1920,1080,0
692,HP,Workstation,17.3,Intel," Core i7 7700HQ ",2.8,8,HDD,500,0,Nvidia," Quadro M1200",Windows,3.14,101658,1920,1080,0
693,Lenovo,"2 in 1 Convertible",14.0,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.42,137995,2560,1440,1
694,Toshiba,Notebook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.50,51841,1920,1080,0
695,Acer,Notebook,11.6,Intel," Celeron Dual Core N3050 ",1.6,4,"Flash Storage",32,0,Intel," HD Graphics",Windows,1.40,14332,1366,768,0
696,Lenovo,"2 in 1 Convertible",14.0,Intel," Core i7 7500U ",2.7,16,SSD,512,0,Intel," HD Graphics 620",Windows,1.38,93187,1920,1080,1
697,Asus,"2 in 1 Convertible",12.5,Intel," Core M M3-6Y30 ",0.9,4,"Flash Storage",64,0,Intel," HD Graphics 515","Chrome OS",1.20,35644,1920,1080,1
698,Toshiba,Ultrabook,13.3,Intel," Core i7 6500U ",2.5,16,SSD,512,0,Intel," HD Graphics 520",Windows,1.36,100007,1920,1080,1
700,Dell,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,HDD,1024,0,Nvidia," GeForce GTX 1050",Windows,2.56,43636,1920,1080,0
701,Lenovo,Notebook,15.6,AMD," A9-Series 9420 ",2.9,4,SSD,256,0,AMD," Radeon 530",Windows,2.20,21259,1920,1080,0
702,Lenovo,Notebook,15.6,AMD," A12-Series 9720P ",3.6,8,HDD,1024,0,AMD," Radeon R7",Windows,2.20,22857,1366,768,0
703,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,1024,1024,Intel," HD Graphics 620",Windows,2.10,33111,1920,1080,0
704,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520","No OS",1.90,23976,1366,768,0
705,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.18,42358,1920,1080,0
706,Acer,"2 in 1 Convertible",13.3,Intel," Core i5 8250U ",1.6,1,SSD,256,0,Intel," UHD Graphics 620",Windows,1.60,53227,1920,1080,1
707,Lenovo,Workstation,15.6,Intel," Core i7 6500U ",2.5,16,SSD,512,0,Nvidia," Quadro M520M",Windows,2.18,98834,1920,1080,0
708,Lenovo,Notebook,14.0,Intel," Core i5 6300HQ ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.80,63456,1920,1080,0
709,HP,Notebook,17.3,AMD," A10-Series 9620P ",2.5,6,HDD,2048,0,AMD," Radeon 530",Windows,2.71,34899,1920,1080,0
710,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.50,66547,1920,1080,0
711,Dell,Notebook,14.0,Intel," Core i5 7440HQ ",2.8,8,SSD,256,0,Nvidia," GeForce 930MX",Linux,1.64,58022,1920,1080,0
712,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Intel," HD Graphics 620",Linux,1.98,38681,1920,1080,0
713,Asus,Notebook,14.0,Intel," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.50,15877,1920,1080,0
714,Dell,Notebook,15.6,Intel," Core i5 7300U ",2.6,16,SSD,512,0,Intel," HD Graphics 620",Windows,1.93,76012,1920,1080,0
715,Lenovo,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Nvidia," GeForce 920MX",Windows,1.87,45665,1920,1080,0
716,Dell,Notebook,15.6,Intel," Core i5 7300U ",2.6,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.90,62817,1920,1080,0
717,Lenovo,Notebook,15.6,AMD," A6-Series 7310 ",2.0,4,HDD,500,0,AMD," Radeon R4",Windows,2.19,15877,1366,768,0
718,Mediacom,Notebook,14.0,Intel," Atom Z8350 ",1.9,4,HDD,32,0,Intel," HD Graphics 400",Windows,1.40,14119,1920,1200,0
